collected_at,match_id,competition,home_team,away_team,query,query_language,tweet_id,tweet_created_at,tweet_lang,tweet_text,conversation_id,possibly_sensitive,source,retweet_count,reply_count,like_count,quote_count,author_id,author_username,author_name,author_verified,author_followers_count,author_following_count,author_tweet_count,author_listed_count
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771071692534168,2025-10-21T22:59:59.000Z,en,RT @Arsenal: SETTING THE STANDARD. https://t.co/Zgfmfh1a9N,1980771071692534168,False,,3439,0,0,0,1893217506590081024,j927943,いーさん,False,144,400,2779,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771071596065206,2025-10-21T22:59:59.000Z,en,"RT @HaytersTV: Myles Lewis-Skelly is INCREDIBLE🔥

Mikel Arteta praised the young left back who put in an outstanding performance against At…",1980771071596065206,False,,252,0,0,0,1645541303642640384,Roy293031,Azroy,False,126,625,60338,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771071495135653,2025-10-21T22:59:59.000Z,en,RT @Opresii: Arsenal to win Premier League and Champions League this season 🔥,1980771071495135653,False,,113,0,0,0,2561783841,Nakedwiregh,Elcee Gh,False,319,2053,2755,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771069670941135,2025-10-21T22:59:58.000Z,en,"RT @OneFootball: Arsenal have now won their last SEVEN games against Spanish opposition 😳🇪🇸

Mikel Arteta may be a Spaniard but that hasn't…",1980771069670941135,False,,553,0,0,0,1911088743550971904,Kael_Briggs,Kael Briggs,False,144,401,3625,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771068928458930,2025-10-21T22:59:58.000Z,en,"RT @SkySportsNews: ""No one beats Atletico Madrid 4-0"" ""Massive statement""

Paul Merson's reaction to Arsenal winning against Atletico Madri…",1980771068928458930,False,,946,0,0,0,1828668205566472192,Udo4real01,Nwankwo Udochukwu Sunday,False,634,441,112437,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771068064530788,2025-10-21T22:59:58.000Z,en,"RT @Arsenal: Brilliant from start to finish 👌

Viktor Gyokeres is the @ChampionsLeague Player of the Match ✨ https://t.co/pt9xkwoErK",1980771068064530788,False,,7815,0,0,0,1739436588453482496,UAY93,Abdulrasheed Yaro🐐,False,169,41,15893,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771066688553260,2025-10-21T22:59:57.000Z,en,RT @Arsenal: AN EMPHATIC CHAMPIONS LEAGUE WIN 🤩 https://t.co/l1n5PCGEer,1980771066688553260,False,,16983,0,0,0,1509322128834936834,Papi_Gunner41,Lelouch V Britannia !🥀🐐天,False,1931,2147,36162,1
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771065241694292,2025-10-21T22:59:57.000Z,en,"RT @livescore: Arsenal have reached 8 league games with just 3 goals conceded 🔴🧱

That record-breaking Chelsea team went 11 before concedin…",1980771065241694292,False,,2211,0,0,0,1274644514561568768,Israeli_001,Israeli🤩,False,592,145,107337,1
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771064230867370,2025-10-21T22:59:57.000Z,en,RT @gabimartinelli: The Arsenal 🫣🤙🏼 https://t.co/O0BCIC1ezm,1980771064230867370,False,,5056,0,0,0,1364968500792610825,only1jones___,THE WUN.,False,74,102,25947,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771063928897914,2025-10-21T22:59:57.000Z,en,"RT @AFC_Monty_: Throw ins taken:

Liverpool    - 182
Newcastle - 180
Man City    - 168
Spurs          - 162
United        - 159 
Chelsea…",1980771063928897914,False,,1277,0,0,0,840756660666810368,YdgPapadopolous,ROCKY BHAI🐘🐘🌟🌟⚡️⚡️🦇🦅😈🐺🕊⚔️,False,2570,3755,413333,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771063719235592,2025-10-21T22:59:57.000Z,en,"RT @CBSSportsGolazo: ""There's a lot of goals in that shirt and a lot of goals to come.""

Viktor Gyökeres on wearing Thierry Henry’s iconic…",1980771063719235592,False,,3953,0,0,0,90708632,sikirk,Simon Kirk,False,235,574,6323,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771063085822034,2025-10-21T22:59:57.000Z,en,RT @midnite: Arsenal hate watches  https://t.co/k6K35T0Qpl,1980771063085822034,False,,51,0,0,0,1440341542850338840,Earthcitizen117,🗿,False,627,1095,10826,3
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771061827538958,2025-10-21T22:59:56.000Z,und,"RT @FootballEra_: That’s 5 goals for £55m Viktor Gyökeres in an Arsenal shirt.

More than:
— £150m Isak
— £90m Šeško
— £95m Ékitiké
— £70m…",1980771061827538958,False,,946,0,0,0,1428341870409785348,adeAFC_,A.O.E🔴,False,521,1215,60750,4
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771061827244410,2025-10-21T22:59:56.000Z,en,RT @Arsenal: SETTING THE STANDARD. https://t.co/Zgfmfh1a9N,1980771061827244410,False,,3439,0,0,0,1724569982095237120,littlepersonv,🦢,False,46,82,375,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771061407891881,2025-10-21T22:59:56.000Z,en,@Arsenal Nice,1980761010253263079,False,,0,0,0,0,1733483348549337093,fidelis_sopuru,Fidelis Sopuruchi,False,6566,6485,21967,1
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771058446647635,2025-10-21T22:59:55.000Z,en,"RT @OlisaOsega: Arsenal fans everywhere in the world, reply this tweet with “❤️”.",1980771058446647635,False,,122,0,0,0,241242121,dominicnike,Dominic Microsoft Certified Trainer,False,2427,4974,158776,5
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771056727257160,2025-10-21T22:59:55.000Z,en,"RT @PoojaMedia: Arteta has really DRILLED this Arsenal team.

Other fans must be jealous ✌️",1980771056727257160,False,,419,0,0,0,1676350541864087552,UnbiasedTv1,⚖️⚖️,False,381,2071,66845,1
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771054298755204,2025-10-21T22:59:54.000Z,en,"RT @Arsenal: Brilliant from start to finish 👌

Viktor Gyokeres is the @ChampionsLeague Player of the Match ✨ https://t.co/pt9xkwoErK",1980771054298755204,False,,7815,0,0,0,1420029906151428101,raineorshan,𝖘𝖍𝖆𝖓𝖙𝖊𝖑,False,435,272,183561,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771053380211161,2025-10-21T22:59:54.000Z,en,@brfootball We are the Gunners 🔴⚪ https://t.co/vqEarGbggG,1980729997552976044,False,,0,0,1,0,1343547982977912832,Carter_Laundry,Carter's Laundry,False,80,534,3393,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771053170487630,2025-10-21T22:59:54.000Z,en,RT @gabimartinelli: The Arsenal 🫣🤙🏼 https://t.co/O0BCIC1ezm,1980771053170487630,False,,5056,0,0,0,1296035918109966336,atolly_sam,Sammy⚽🏀🥎🏈,False,635,1178,28657,1
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771052885004783,2025-10-21T22:59:54.000Z,en,"RT @WaruiJohn2: Gyokeres scores🤣🤣🤣🤣🤣🤣🤣🤣

Atletico is an overrated Sunderland",1980771052885004783,False,,33,0,0,0,1787926017669038080,arsenal_afc_new,EZE+ gyokorez AFC,False,518,993,80463,1
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771050721059212,2025-10-21T22:59:54.000Z,en,"RT @UTDTrey: Arsenal gonna use set pieces to win the Champions League &amp; Premier League 

We can’t beat these terrorists😭",1980771050721059212,False,,1791,0,0,0,1977289536968302593,Kris_Mbaise,ozone mbaise,False,13,139,66,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771050402291830,2025-10-21T22:59:54.000Z,en,"RT @ChampionsLeague: He's a cheat code 😮‍💨

#UCL  | #POTM https://t.co/yiKJP2uJ2R",1980771050402291830,False,,2582,0,0,0,840756660666810368,YdgPapadopolous,ROCKY BHAI🐘🐘🌟🌟⚡️⚡️🦇🦅😈🐺🕊⚔️,False,2570,3755,413333,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771050209083802,2025-10-21T22:59:53.000Z,en,RT @judy_seu: Atletico wanted something hot and Arteta said it ain’t going to be the water https://t.co/7B8WZxaEUX,1980771050209083802,False,,6,0,0,0,53021907,MoAmali,Dr. Mohammed Amali 🇳🇬,False,9168,6909,186163,52
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771050167365941,2025-10-21T22:59:53.000Z,en,"RT @Arsenal: Brilliant from start to finish 👌

Viktor Gyokeres is the @ChampionsLeague Player of the Match ✨ https://t.co/pt9xkwoErK",1980771050167365941,False,,7815,0,0,0,1022178529906237440,prempeh___,💔,False,4257,3617,179210,1
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771048670032188,2025-10-21T22:59:53.000Z,en,"RT @CASIIBRO: #UCL is back tonight

$50 to win in the comments

$100 to win in my telegram channel if I hit!

Drop STAKE username + link in…",1980771048670032188,False,,293,0,0,0,85998138,nuMcloud,WhoIaM,False,172,267,10385,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771047885664304,2025-10-21T22:59:53.000Z,en,"RT @ChampionsLeague: Ice in his veins 🥶

#UCL https://t.co/4dg5rytdRb",1980771047885664304,False,,1689,0,0,0,1121541802065002496,DzPsgJsk,Venom,False,844,1814,13466,2
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771047122391085,2025-10-21T22:59:53.000Z,en,"RT @Arsenal: Brilliant from start to finish 👌

Viktor Gyokeres is the @ChampionsLeague Player of the Match ✨ https://t.co/pt9xkwoErK",1980771047122391085,False,,7815,0,0,0,882552235913342977,MrBlenger,Skrimz,False,946,986,11944,3
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771046908182905,2025-10-21T22:59:53.000Z,en,"RT @Arsenal: The result your support deserved 👏

See you back in N5 on Sunday, Gooners ❤️ https://t.co/lLJtkXLXck",1980771046908182905,False,,1264,0,0,0,2728095994,Joe_Muthee,Muthee,False,4644,3240,118221,5
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771046270922899,2025-10-21T22:59:53.000Z,en,"RT @Squawka: Arsenal are the first side in Champions League history to win seven consecutive games against Spanish opposition. 

They’ve be…",1980771046270922899,False,,3419,0,0,0,1026156862373330946,Shettima_Aisami,The_Great_Gatsby,False,2273,1464,19649,4
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771046178582623,2025-10-21T22:59:53.000Z,en,RT @HandofArsenal: They tried to run the “Arsenal are a boring set piece team who are ruining football” agenda and we just put one of Europ…,1980771046178582623,False,,3099,0,0,0,1967958787417161729,BocelliMatteow,Officia Steven Gee,False,51,788,431,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771045591380181,2025-10-21T22:59:52.000Z,en,"RT @TheAthleticFC: Viktor Gyokeres' nine-game goal drought for club and country is over.

The Swede's quick-fire double has Arsenal 4-0 up…",1980771045591380181,False,,153,0,0,0,1218574295246524416,OLeomokes,Bad Commando😈,False,317,158,42883,2
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771043481645394,2025-10-21T22:59:52.000Z,en,"RT @ESPNUK: Gabriel showing the Arsenal badge on the corner flag after scoring in the Champions League 🥶 
 
Of course the goal came from an…",1980771043481645394,False,,2082,0,0,0,1967959068372504588,genwicakso14832,Genwicakson,False,1,0,557,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771043116728556,2025-10-21T22:59:52.000Z,en,RT @Arsenal: AN EMPHATIC CHAMPIONS LEAGUE WIN 🤩 https://t.co/l1n5PCGEer,1980771043116728556,False,,16983,0,0,0,2796996114,amsyarnaoh,•- -- ••• -•-- •- •-•,False,85,184,33710,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771042537926864,2025-10-21T22:59:52.000Z,en,"RT @FabrizioRomano: Arsenal makes it four vs Atléti! 🌪️

Who’s been your Man of the Match? https://t.co/6UGI855JcJ",1980771042537926864,False,,2082,0,0,0,1594728384009244673,VObwong,MasterO,False,111,124,36155,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771042478956662,2025-10-21T22:59:52.000Z,en,RT @osowxvyy: So real. So many “Arsenal fans” slander him so rival fans can laugh,1980771042478956662,False,,51,0,0,0,1550959216336175106,slatterxj,vivarain,False,511,436,77320,1
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771042210497006,2025-10-21T22:59:52.000Z,en,@Agatie7 Arsenal will,1980743047890559480,False,,0,0,0,0,1907574564718252032,KibirigeEd14277,Ed Kibirige,False,4,29,35,0
2025-10-23T19:37:01.010111+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1980771042030416060,2025-10-21T22:59:52.000Z,en,"RT @ChampionsLeague: Rashy 🥶

#UCL https://t.co/scyz0EF9UV",1980771042030416060,False,,2428,0,0,0,1758438592475545600,unusual_ms_ford,unusual_ms_ford,False,247,821,12902,0

2025-10-25T16:09:49.098981+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1982117347956543909,2025-10-25T16:09:36.000Z,en,"RT @Mr_gee2: 30k up for grab
Predict the final scores for the following matches

Brentford vs Liverpool 
Arsenal vs Crystal Palace 

Must b…",1982117347956543909,False,,81,0,0,0,1485780486,john188086,Bomaboy,False,474,1122,30613,1
2025-10-25T16:09:49.098981+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1982117346111107195,2025-10-25T16:09:35.000Z,en,@barnesafc Sweet meeeeee! Their fans think they're on arsenal's level they needed this to shut up and know their level.,1982114253919355119,False,,0,0,0,0,1932019910370033664,1800Wolf,K1ll Jared Gillett.,False,209,546,14321,0
2025-10-25T16:09:49.098981+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1982117343984599342,2025-10-25T16:09:35.000Z,en,"RT @cityreport_: Gianluigi Donnarumma: “We knew Arsenal are very strong on corners, very difficult to play against. 

So the team needed me…",1982117343984599342,False,,97,0,0,0,1772201033558544384,moonit1000,LFG!!,False,275,133,5203,1
2025-10-25T16:09:49.098981+00:00,2025-10-21_arsenal_atletico,UEFA Champions League,Arsenal FC,Atlético Madrid,(#ARSMAD OR #AFCATL OR #UCL OR #ChampionsLeague OR Arsenal OR Gunners OR Atletico) lang:en,en,1982117343472845062,2025-10-25T16:09:35.000Z,en,"RT @ESPNUK: Gabriel's wife, Gabrielle, couldn’t contain her excitement watching his goal and assist vs. Atletico Madrid 🥹
 
So wholesome ❤️…",1982117343472845062,False,,874,0,0,0,1231295001180676108,Deriolla1,Deriolla 👍,False,2257,3285,89430,1
